decision_date,feature_end,date,label_start,n_names,n_sleeves,include_thin,n_thin,strategy_id,ticker,weight,thin_lt5y,configuration_id
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,CORN,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,EMLC,0.005918370419310779,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SCHP,0.03470201656492188,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VOO,0.0021664543237457307,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VOOV,0.0009077369990062733,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VIOG,0.0006609144767684577,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VTWO,0.0006330965250458312,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,STIP,0.05668723747918489,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SCHM,0.0015264819569731558,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,WEAT,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,CANE,0.0015729699089087497,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SOYB,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,USMV,0.004693144536465085,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,EFAV,0.006057313645979427,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,LEMB,0.005775909282068975,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SPTS,0.061457994654222844,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,GOVT,0.02260149227925074,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,TAGS,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SJNK,0.007695754839790158,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,IEFA,0.0026599866939455777,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,SPHD,0.001737143774299075,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,VLUE,0.00025687434415873177,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,FTSL,0.006001074722388724,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,QUAL,0.0021479700800106673,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,USFR,0.04351352839957795,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,spectral_risk_parity__0,HEFA,0.0011220774607220059,False,0
